learning_rate,epochs,reg_l1,reg_l2,threshold,acc,prec,rec,f1,log_loss
0.5,100,0.001,0.0,0.5,0.8539616497209955,0.3791711114440875,0.8824687942561671,0.530056688531537,0.3089439247258906
0.5,100,0.001,0.0,0.6,0.8941292378441912,0.46270190656544524,0.8446299772749727,0.5978186132801102,0.30217158784890497
0.5,100,0.001,0.0,0.7,0.9217995218696153,0.5614367291562798,0.7838421763330369,0.6516289314344659,0.304375420840324
0.5,100,0.001,0.001,0.3,0.7974474798306573,0.31613949016768733,0.9323271745216217,0.46886750907049823,0.2713492450406316
0.5,100,0.001,0.001,0.4,0.7231404408156744,0.27889726307414653,0.9478246550077397,0.4242867801016179,0.6229866649417533
0.5,100,0.001,0.001,0.5,0.8658728161765545,0.4005248527480168,0.8744442248789644,0.5488727774618984,0.29101564057663964
0.5,100,0.001,0.001,0.6,0.9063096949779194,0.5020558934678,0.8193821427395186,0.621297867604989,0.2780888729776808
0.5,100,0.001,0.001,0.7,0.9267132102062009,0.5845229302091969,0.7569064321707341,0.6580440245562047,0.2868693084350465
0.5,100,0.001,0.01,0.3,0.7650231219974211,0.28077634027007525,0.9547047393208838,0.4331800069758026,0.30769414858068955
0.5,100,0.001,0.01,0.4,0.829283574680771,0.344915578268746,0.9105671376346212,0.4996544306891429,0.28426204453003745
0.5,100,0.001,0.01,0.5,0.8133096978307257,0.353711038383158,0.9059612027796989,0.5006567219146862,0.46167594690587704
0.5,100,0.001,0.01,0.6,0.9012884986249473,0.4869407037948729,0.8279698975727037,0.6115454075254994,0.28822429519133375
0.5,100,0.001,0.01,0.7,0.9301328266748827,0.6241267794186048,0.7252988835095346,0.661948520490929,0.27051794037867577
0.5,100,0.001,0.1,0.3,0.7826512558054615,0.2942498465303416,0.9438148404307874,0.44826502517600436,0.2841565847254915
0.5,100,0.001,0.1,0.4,0.8101610979882008,0.3222020808173886,0.9254619108783716,0.47742143722354136,0.3146821921533724
0.5,100,0.001,0.1,0.5,0.8771442407540538,0.42626831011926375,0.860119224055594,0.5683711827452556,0.2728059806196091
0.5,100,0.001,0.1,0.6,0.8865975146348978,0.4457259279880687,0.858953331357244,0.5863313767744092,0.3198248398296794
0.5,100,0.001,0.1,0.7,0.9258047482112903,0.5832783554176052,0.7580525639758917,0.6570140027957178,0.2866897018453514
0.5,100,0.01,0.0,0.3,0.7597354307167392,0.27477254611695057,0.957005236636696,0.42666874595530063,0.31432026604263325
0.5,100,0.01,0.0,0.4,0.8231400842148504,0.33556619123913267,0.9071303889602476,0.48930174378255664,0.2914046304084904
0.5,100,0.01,0.0,0.5,0.8628269173713099,0.3956540214199849,0.8773161413562558,0.5446886886618552,0.2937863736423564
0.5,100,0.01,0.0,0.6,0.8979224150719478,0.47414329860523485,0.8365872937456773,0.6049247657594787,0.2953087929789323
0.5,100,0.01,0.0,0.7,0.9195018429130579,0.554267198851769,0.7717682705924974,0.643089995391404,0.30222218532522593
0.5,100,0.01,0.001,0.3,0.7842004724247715,0.29589548044707265,0.9506916312617332,0.4511940666083376,0.28325896008618
0.5,100,0.01,0.001,0.4,0.7966983042917621,0.30812104422236264,0.9300711392154927,0.46202511671823954,0.33410584255661624
0.5,100,0.01,0.001,0.5,0.862561092853149,0.3938882297920535,0.8750238777459408,0.542917824415958,0.29441554977548257
0.5,100,0.01,0.001,0.6,0.8976562624810288,0.47647581257912375,0.8343114975463557,0.6049412271963115,0.2955862678651013
0.5,100,0.01,0.001,0.7,0.9170462611116819,0.5432212825488173,0.7930112307742977,0.6418555828384539,0.31531413979616757
0.5,100,0.01,0.01,0.3,0.7645973263496628,0.2789677011505343,0.9575766557981753,0.43185739445569454,0.30819578625989197
0.5,100,0.01,0.01,0.4,0.8207359955724443,0.3327912219562962,0.9140121200144915,0.48760414532406404,0.2953671543279261
0.5,100,0.01,0.01,0.5,0.861011177296224,0.39094332010796534,0.876163422586701,0.540338452652475,0.29718707471270134
0.5,100,0.01,0.01,0.6,0.9074303629911107,0.5103086781794056,0.8124888844975793,0.623383988458972,0.2749440582302918
0.5,100,0.01,0.01,0.7,0.9276216294090126,0.5908660790948147,0.7505533050093864,0.6595072494836283,0.28593132460133663
0.5,100,0.01,0.1,0.3,0.7972340185774766,0.3107498851644593,0.9438016665019926,0.4667345606900116,0.2698952593286754
0.5,100,0.01,0.1,0.4,0.8256497409651615,0.33946037626086917,0.909992424990943,0.49407973940907224,0.2876659551991477
0.5,100,0.01,0.1,0.5,0.8640564199559527,0.39830253851907027,0.8773046141685604,0.5473742481371986,0.29402800916400473
0.5,100,0.01,0.1,0.6,0.8929003058208667,0.4622535737856386,0.8486397918519251,0.5976361514141328,0.3064755099374408
0.5,100,0.01,0.1,0.7,0.9196633973503132,0.5527148397130128,0.7872690445608141,0.647407324799339,0.3085289359453224
0.5,100,0.1,0.0,0.3,0.638206155215501,0.23654552179528637,0.9713434113888615,0.37331696129702174,0.7299270215932664
0.5,100,0.1,0.0,0.4,0.8235136449739253,0.33567200685539156,0.9117149161808781,0.49054901936993034,0.2903380024549717
0.5,100,0.1,0.0,0.5,0.8708410359111294,0.41315369522131995,0.8629862003095873,0.5570358754649585,0.2821348210197655
0.5,100,0.1,0.0,0.6,0.9062025007702579,0.5006839027008998,0.8222441787702138,0.6213842588051708,0.2779573569466542
0.5,100,0.1,0.0,0.7,0.9146417017561876,0.5293796265234072,0.8085169449659124,0.6386357224227858,0.32662931800941014
0.5,100,0.1,0.001,0.3,0.7766677792612373,0.2883749724144201,0.9495471461976747,0.4422772703842314,0.29260581727659807
0.5,100,0.1,0.001,0.4,0.793118103340066,0.32454408607621965,0.9220268089450977,0.4737741802830098,0.36423439801665997
0.5,100,0.1,0.001,0.5,0.8661936142777265,0.40768313866508465,0.8687003919243818,0.5522343527894454,0.2916071392829688
0.5,100,0.1,0.001,0.6,0.9051870157360812,0.49894880683051673,0.818842011658927,0.6177529377088341,0.2776646263309174
0.5,100,0.1,0.001,0.7,0.9197161029520842,0.556693765061193,0.7838487632974344,0.6461884465897827,0.30983290019369497
0.5,100,0.1,0.01,0.3,0.7660907848641494,0.2823403895035278,0.9524207094160657,0.434604459738212,0.3061523085368945
0.5,100,0.1,0.01,0.4,0.7911953402257141,0.3177827540590904,0.930041497875704,0.46901008943725947,0.36987561905037436
0.5,100,0.1,0.01,0.5,0.8661936428057923,0.40233242062666175,0.8704261765965156,0.5494879346825883,0.29132752338340745
0.5,100,0.1,0.01,0.6,0.8988841389659147,0.4780202187552135,0.8360158745841979,0.6072756482042765,0.2944050678415352
0.5,100,0.1,0.01,0.7,0.9230270132256113,0.5835679292232756,0.7621101340447255,0.651964331864722,0.2970644676489391
0.5,100,0.1,0.1,0.3,0.797127152442573,0.31233375237556765,0.9300480848401016,0.4654347210223485,0.2709813535308382
0.5,100,0.1,0.1,0.4,0.8205233901612405,0.33330116015373445,0.9122731614135624,0.48772821863200183,0.29666976801951156
0.5,100,0.1,0.1,0.5,0.8782130732714846,0.43394741519105146,0.8560731811744559,0.5727807593062975,0.2732143559791641
0.5,100,0.1,0.1,0.6,0.8904980144466125,0.45547338953052563,0.8486430853341238,0.5915770067577826,0.30978433854147003
0.5,100,0.1,0.1,0.7,0.8358487527529584,0.4940934134348131,0.808474129697329,0.5765896568216163,0.6653519019224021
0.5,200,0.0,0.0,0.3,0.7647028516654685,0.27858607656483636,0.9535668412212231,0.4308781123670789,0.3075272546606306
0.5,200,0.0,0.0,0.4,0.8062596282222451,0.32112350706588777,0.9248904917168922,0.47517124500884583,0.32532534280275494
0.5,200,0.0,0.0,0.5,0.8649657805849393,0.40334870586361304,0.8664344761716564,0.5479088852800935,0.2905372662693032
0.5,200,0.0,0.0,0.6,0.9016608469412206,0.4863110479601497,0.8394674439284657,0.6145358456348238,0.291486674085319
0.5,200,0.0,0.0,0.7,0.9278346627412049,0.5888687782805431,0.760901426077792,0.6633264411821683,0.2849193174627289
0.5,200,0.0,0.001,0.3,0.7722881077904442,0.285314993496135,0.9547129730263808,0.4390417622141049,0.2970767712984762
0.5,200,0.0,0.001,0.4,0.8291766086976369,0.34492144930941754,0.9094127721239668,0.4993369032722125,0.28494105024017885
0.5,200,0.0,0.001,0.5,0.8398049536133649,0.3700166741662527,0.8887609919968382,0.518506632077597,0.3451735456111827
0.5,200,0.0,0.001,0.6,0.8989372296965754,0.4771754955385742,0.836007640878701,0.6070689707060211,0.29189551858446167
0.5,200,0.0,0.001,0.7,0.9222803624205493,0.5679949179450491,0.7820702829101209,0.6539182291308482,0.3038039154979971
0.5,200,0.0,0.01,0.3,0.7486222798489154,0.2689680568076567,0.954139907123802,0.41830554230038663,0.3380837049575934
0.5,200,0.0,0.01,0.4,0.8235670352492782,0.3398456983100541,0.9042732931528505,0.4920708086401516,0.2927316127373193
0.5,200,0.0,0.01,0.5,0.8598375469286685,0.3896640765825816,0.8755936501663208,0.5386399658440929,0.2986747716151623
0.5,200,0.0,0.01,0.6,0.9017148933620895,0.4853152208937219,0.834868096037941,0.6134314279076808,0.2869229796182685
0.5,200,0.0,0.01,0.7,0.9299719426471762,0.6055149618402569,0.7414204788723117,0.6631478405141148,0.2780582407529041
0.5,200,0.0,0.1,0.3,0.7512413702600618,0.2683677531330356,0.9587244343444323,0.41900216563344805,0.3273312570299839
0.5,200,0.0,0.1,0.4,0.8124563805872217,0.322245139059405,0.9157296709811285,0.47648561050686367,0.3049596286810437
0.5,200,0.0,0.1,0.5,0.7857460659797109,0.33279169247900015,0.903132101570991,0.47306949735821047,0.4612680820141343
0.5,200,0.0,0.1,0.6,0.9041729143131013,0.5002141064500665,0.8182113098178705,0.6172508261967778,0.28188119567816694
0.5,200,0.0,0.1,0.7,0.9237755326189905,0.577306275818492,0.7591525870302671,0.6515465890432837,0.2953719963971936
0.5,200,0.001,0.0,0.3,0.7778980806317255,0.29092213342292905,0.9518410565490895,0.4452533584121035,0.2933071262016117
0.5,200,0.001,0.0,0.4,0.7575953407962753,0.303217182970978,0.9232075223133418,0.4487334852119066,0.5066103292178279
0.5,200,0.001,0.0,0.5,0.8531588556822202,0.3832034544729581,0.8778925007410334,0.5312138643400017,0.30965935798436456
0.5,200,0.001,0.0,0.6,0.8841931692398981,0.4417796702541764,0.8515215887758127,0.5800891291671701,0.31946937723563107
0.5,200,0.001,0.0,0.7,0.9230276978991933,0.5667523592868811,0.769515528768567,0.6510944116987982,0.2945773691170589
0.5,200,0.001,0.001,0.3,0.7761870385585339,0.28830529532364635,0.9489823140005929,0.4419400417416225,0.29045567666278965
0.5,200,0.001,0.001,0.4,0.7929575901772163,0.31078473241602156,0.9203323123538517,0.46167517756981846,0.3475609302707172
0.5,200,0.001,0.001,0.5,0.8743129728526924,0.41658513832882055,0.8623966669960149,0.5614347477018937,0.27895128266182073
0.5,200,0.001,0.001,0.6,0.9028896791163146,0.4896940884267134,0.8325890063564205,0.616018401935905,0.28446058593940327
0.5,200,0.001,0.001,0.7,0.922707299190944,0.5796909542967067,0.7579669334387248,0.6492437159030564,0.2924171602759826
0.5,200,0.001,0.01,0.3,0.7809943029452375,0.2923774208896297,0.9506982182261305,0.447193710933838,0.28744307496354515
0.5,200,0.001,0.01,0.4,0.8187060097223648,0.33143548611068957,0.9145753054704739,0.4860625073318506,0.29948676745085895
0.5,200,0.001,0.01,0.5,0.8516102809443931,0.3751631590556689,0.8853374172512597,0.5266035444434964,0.3094978080993763
0.5,200,0.001,0.01,0.6,0.9037449505323336,0.49250721553628696,0.8314362875868655,0.6174268393250357,0.2847635732253067
0.5,200,0.001,0.01,0.7,0.9254841498065798,0.576785931151982,0.767779863649837,0.6581616299565167,0.28902573388345554
0.5,200,0.001,0.1,0.3,0.7688156573436947,0.28205111649395453,0.9564321707341172,0.43554160614153614,0.3034362299856456
0.5,200,0.001,0.1,0.4,0.795468288201933,0.3182734556412621,0.9186197016105128,0.46844619672978743,0.3565551170794926
0.5,200,0.001,0.1,0.5,0.8440250533474831,0.3781717363336038,0.8853703520732472,0.5244064827249143,0.3313542849232952
0.5,200,0.001,0.1,0.6,0.901928839592391,0.4866343468643694,0.8331637190000988,0.6135719072908195,0.28757452420156554
0.5,200,0.001,0.1,0.7,0.9141071713852089,0.5266846686529203,0.8061966867569081,0.6367492135842461,0.3231250270411757
0.5,200,0.01,0.0,0.3,0.7101610979882007,0.26113352184299543,0.9673204228831143,0.40659461551224174,0.4310590020075756
0.5,200,0.01,0.0,0.4,0.7792827473668595,0.30673423318986076,0.9340628396403516,0.45732884635674137,0.43422875581854586
0.5,200,0.01,0.0,0.5,0.820733813175402,0.3681082003404241,0.885378585778744,0.5093838683203614,0.3929357260668171
0.5,200,0.01,0.0,0.6,0.9001658051190763,0.48057340741988686,0.834290089912064,0.6094355186460567,0.2889828303531422
0.5,200,0.01,0.0,0.7,0.9226012175778531,0.5695166522510388,0.775797846062642,0.6532852162387532,0.3010620912679834
0.5,200,0.01,0.001,0.3,0.7481417673707393,0.274317974259234,0.9638688535388467,0.4248140586140042,0.35243737727127983
0.5,200,0.01,0.001,0.4,0.8003833601497152,0.3134722559589852,0.9277657016763825,0.46736414928280057,0.33081440277618235
0.5,200,0.01,0.001,0.5,0.8649117056360047,0.3982219646004493,0.8715788953660706,0.5462950550275332,0.2910659445097637
0.5,200,0.01,0.001,0.6,0.8962654907397898,0.4699921746343745,0.8452013964364522,0.6036030514261613,0.2996609540390886
0.5,200,0.01,0.001,0.7,0.9301853753722913,0.6020674227797747,0.7505977670190693,0.666845059086995,0.27771594549724143
0.5,200,0.01,0.01,0.3,0.7590396169251309,0.27376824345291484,0.9547129730263808,0.42534925622283704,0.3174271658509899
0.5,200,0.01,0.01,0.4,0.7448277618020609,0.2893059923352766,0.9271876955505055,0.434200815898459,0.4588677889573982
0.5,200,0.01,0.01,0.5,0.8638443423139683,0.40939538563111455,0.8675279122616342,0.5507569744316521,0.29726682048439046
0.5,200,0.01,0.01,0.6,0.8412457065260803,0.4157027398743369,0.86235714520963,0.5452060788828563,0.4428872498958102
0.5,200,0.01,0.01,0.7,0.9283167727910719,0.6021758601159627,0.7476665678622008,0.6619514133175781,0.2793836409050411
0.5,200,0.01,0.1,0.3,0.7723951593577761,0.28501550333279535,0.9495553799031716,0.4380748523736971,0.29614206074272786
0.5,200,0.01,0.1,0.4,0.8159289308822018,0.328647120799067,0.9254684978427692,0.4845622980681109,0.30486733177045605
0.5,200,0.01,0.1,0.5,0.8687572176006755,0.406765639282367,0.8721470210453512,0.5543277106724304,0.28757220941044515
0.5,200,0.01,0.1,0.6,0.8753793519564548,0.44122409135244434,0.8567104699799097,0.5750818835647189,0.3420087542218666
0.5,200,0.01,0.1,0.7,0.9180058596647381,0.5795126695732319,0.763206863616902,0.6440225512110491,0.31252435003427437
0.5,200,0.1,0.0,0.3,0.7705785349126472,0.2840207944289922,0.9564321707341172,0.4377878533364353,0.30114541962712743
0.5,200,0.1,0.0,0.4,0.8266657965606564,0.34278075822785653,0.9088281790336923,0.49668829607936926,0.29029026289942267
0.5,200,0.1,0.0,0.5,0.7717485850079308,0.3322461399491252,0.9008579521127688,0.47338112040922703,0.5207195975213316
0.5,200,0.1,0.0,0.6,0.8643231573722229,0.4094287967231168,0.8601307512432894,0.5501513396986792,0.3625391366790548
0.5,200,0.1,0.0,0.7,0.9162972282131161,0.5356793530169804,0.798743536541185,0.640548926494238,0.31961263651531535
0.5,200,0.1,0.001,0.3,0.7625649441420469,0.2767978545825617,0.9535635477390244,0.42883921742956754,0.31171694724686516
0.5,200,0.1,0.001,0.4,0.8174772773955017,0.3292544235275573,0.9203092579784606,0.48474253721440175,0.3005621804316911
0.5,200,0.1,0.001,0.5,0.8344625882943639,0.3762961092766354,0.8910664295359483,0.520568853508997,0.36812413725937343
0.5,200,0.1,0.001,0.6,0.8767147079296611,0.43310425261706625,0.8635526792477686,0.5732739660588412,0.3361326973085526
0.5,200,0.1,0.001,0.7,0.9026755046614859,0.5268923310915816,0.7986859006027073,0.6205944666929812,0.3535678827358258
0.5,200,0.1,0.01,0.3,0.7544997033081146,0.26968685616792265,0.9558591048315384,0.42058708431106534,0.31956296748339347
0.5,200,0.1,0.01,0.4,0.8367082177946663,0.35941537448712413,0.8956526034976781,0.5103305110103937,0.27980574411401365
0.5,200,0.1,0.01,0.5,0.8652331170905937,0.40079525857816767,0.8687185060764747,0.5471989321436043,0.29057338293674106
0.5,200,0.1,0.01,0.6,0.8948252513322605,0.46802652536246986,0.8377301320686362,0.5993124674454694,0.3026697643580504
0.5,200,0.1,0.01,0.7,0.9259664738169413,0.594307630683652,0.7471313770049072,0.6542540893316623,0.28782523129249504
0.5,200,0.1,0.1,0.3,0.7300876096904134,0.2598603380047474,0.9701857523960082,0.40825112139386893,0.37103994678440705
0.5,200,0.1,0.1,0.4,0.8451489307680896,0.36935816198701094,0.8847478839376872,0.5190001810748341,0.26501886326493296
0.5,200,0.1,0.1,0.5,0.873939668846211,0.41885443155704677,0.8612505351908574,0.5623658585772787,0.2789800326900559
0.5,200,0.1,0.1,0.6,0.9027840824803441,0.4936942172042789,0.8291160293778612,0.6163661027690672,0.28583292170907587
0.5,200,0.1,0.1,0.7,0.9222261733593509,0.5589581436530994,0.784411948753417,0.6525837419180037,0.3023201316448907
0.5,500,0.0,0.0,0.3,0.7618175373432383,0.27589386900034263,0.955857458090439,0.42810994114669476,0.3134591823373512
0.5,500,0.0,0.0,0.4,0.8222848127988316,0.3369205168980716,0.915709910087936,0.4918278062798098,0.29479040780272603
0.5,500,0.0,0.0,0.5,0.8680634007736812,0.4054332891064606,0.8658482363402825,0.5514419253823751,0.28590545075455254
0.5,500,0.0,0.0,0.6,0.9010214188718862,0.48690996052339586,0.8228337120837862,0.6098953681506036,0.28738562312609034
0.5,500,0.0,0.0,0.7,0.8740427692764141,0.4830013341409035,0.8159305733952508,0.5879225082083213,0.44320636179816286
0.5,500,0.0,0.001,0.3,0.7730888906005728,0.2857156847740779,0.9529937753186445,0.43944856670653215,0.29805613206742876
0.5,500,0.0,0.001,0.4,0.7958438459256216,0.3070342238699959,0.9375127622435201,0.46196434908966655,0.3373059963360643
0.5,500,0.0,0.001,0.5,0.8598378179452946,0.3922632165800053,0.8767397819714784,0.5406787579677428,0.29916057930879564
0.5,500,0.0,0.001,0.6,0.8969078286718473,0.4707885108221646,0.8423327734413595,0.6037194529595222,0.2980849687660073
0.5,500,0.0,0.001,0.7,0.9201434676434677,0.5529930482887787,0.7844251226822119,0.6469749386373703,0.3062621270286455
0.5,500,0.0,0.01,0.3,0.7761869815024022,0.2888437267432102,0.9472631162928564,0.4422159636666515,0.29167772001862147
0.5,500,0.0,0.01,0.4,0.8168911397532892,0.33114323769810194,0.9283272403912657,0.4872977805656866,0.3051557658310511
0.5,500,0.0,0.01,0.5,0.8587682151700843,0.39080012872601444,0.8744442248789646,0.5387250395851098,0.3001822126678035
0.5,500,0.0,0.01,0.6,0.8923670449488206,0.4651329908806673,0.8411751144485065,0.5961763038070202,0.30725891042490155
0.5,500,0.0,0.01,0.7,0.8743095494847832,0.5112962172692719,0.8032309060369529,0.5926542398487177,0.4423086657722405
0.5,500,0.0,0.1,0.3,0.7713255851106318,0.2841979575228689,0.9518476435134868,0.4374312524702523,0.2973625656991715
0.5,500,0.0,0.1,0.4,0.8238342576426689,0.33730182622289384,0.9111253828673057,0.4918659203500143,0.2913365220233762
0.5,500,0.0,0.1,0.5,0.8550292270035262,0.38451957063744174,0.8801765306458519,0.5338311425593611,0.3070235362707901
0.5,500,0.0,0.1,0.6,0.8980825858980064,0.47626815667174904,0.8388894378025886,0.6063196541507605,0.29694843428467566
0.5,500,0.0,0.1,0.7,0.9273549633129072,0.5895882707166277,0.7528735632183908,0.6592577474640523,0.28549448711175174
0.5,500,0.001,0.0,0.3,0.7797654422420778,0.2920636307037468,0.9478361821954353,0.4460263940081893,0.28501111212328867
0.5,500,0.001,0.0,0.4,0.8424784470462041,0.36419276494806313,0.8973685077232159,0.5171594575546534,0.2699294951667538
0.5,500,0.001,0.0,0.5,0.8629349816849817,0.3941851814532233,0.876738135230379,0.543784840151663,0.2967021520566806
0.5,500,0.001,0.0,0.6,0.8960522149190373,0.4702968691605419,0.8423146592892664,0.6028620590956189,0.3011573005539126
0.5,500,0.001,0.0,0.7,0.9216388090103041,0.5602600579073195,0.7792164805849225,0.6502737408421146,0.3011326704995757
0.5,500,0.001,0.001,0.3,0.7713267690253672,0.28376569445613337,0.9541366136416032,0.4373935814483077,0.29993854463617714
0.5,500,0.001,0.001,0.4,0.7285345275181723,0.290972161963338,0.9231745874913546,0.43340295611557317,0.5939146453977077
0.5,500,0.001,0.001,0.5,0.8512357787591431,0.3787529080187192,0.8807578302539275,0.527621279051499,0.31304767080006435
0.5,500,0.001,0.001,0.6,0.8743653361176726,0.42406398453149013,0.8595478048941146,0.5643607409981481,0.33890647543874763
0.5,500,0.001,0.001,0.7,0.9283158741569956,0.5963344860242852,0.7465895991832163,0.6602592878160625,0.28093022248312594
0.5,500,0.001,0.01,0.3,0.761337438522018,0.2755557567397486,0.9558591048315384,0.4276666852207419,0.31219801179536183
0.5,500,0.001,0.01,0.4,0.8175849565802837,0.3316039341974391,0.9237558870994302,0.4871494155414684,0.30286151689788515
0.5,500,0.001,0.01,0.5,0.863470025561147,0.3968208808305414,0.8738744524585845,0.5451059277761114,0.293997863007759
0.5,500,0.001,0.01,0.6,0.9010205630299088,0.4833464827526052,0.8365988209333729,0.6123059531363064,0.29032802069757346
0.5,500,0.001,0.01,0.7,0.8871299909851311,0.48977199939765315,0.8285528439218787,0.6032930812984532,0.4029374261521489
0.5,500,0.001,0.1,0.3,0.765557010486917,0.2789818067824047,0.9558591048315384,0.4318200534480652,0.30593114196052806
0.5,500,0.001,0.1,0.4,0.8140588876336541,0.32432713261891255,0.9174422817244672,0.47919859450152424,0.3027103398133557
0.5,500,0.001,0.1,0.5,0.8306166198806386,0.35662061090113323,0.8910993643579357,0.5051962791278158,0.3557781852036177
0.5,500,0.001,0.1,0.6,0.8886280425182296,0.4516757092140864,0.8480535520205512,0.5883422437966985,0.31263172666200295
0.5,500,0.001,0.1,0.7,0.9287961584106444,0.5955577037312038,0.760300365576524,0.666162013664179,0.28620967112168927
0.5,500,0.01,0.0,0.3,0.7769345452055733,0.28864920572264,0.9506998649672299,0.44279522024044005,0.29275824079951374
0.5,500,0.01,0.0,0.4,0.8227126909954012,0.3371898069398298,0.9180153476270462,0.49238015997792106,0.2949734887409262
0.5,500,0.01,0.0,0.5,0.8104779449522441,0.3290282205576506,0.9237624740638276,0.4818619459327603,0.3938220575914009
0.5,500,0.01,0.0,0.6,0.8181146514440906,0.4195583980781551,0.8812996080756182,0.5480741266381239,0.5172327155745975
0.5,500,0.01,0.0,0.7,0.9228136375566283,0.574405228403901,0.7717336890294109,0.6529145642692034,0.2995810873188206
0.5,500,0.01,0.001,0.3,0.7711131936599227,0.28427565545964517,0.9524091822283701,0.4375785174355483,0.3013755466535434
0.5,500,0.01,0.001,0.4,0.8274661086576975,0.34143471223059096,0.904831538385535,0.49513650227335565,0.2853125909935404
0.5,500,0.01,0.001,0.5,0.8550831735761643,0.38187997067556195,0.8790419260283897,0.5314198915235585,0.3039385995375004
0.5,500,0.01,0.001,0.6,0.8390541947668115,0.4241979029582498,0.8807298356552383,0.5558822084429571,0.5331739370910409
0.5,500,0.01,0.001,0.7,0.9185944079285202,0.5459919176499122,0.7855482001119785,0.6432715696065738,0.30561266835673306
0.5,500,0.01,0.01,0.3,0.7780571103351478,0.2898063473531104,0.9484076013569147,0.4436904876805454,0.2894263742808588
0.5,500,0.01,0.01,0.4,0.8378837024865062,0.356343348375172,0.9002519513882028,0.5098287370147319,0.2724732758510612
0.5,500,0.01,0.01,0.5,0.8633099545833192,0.4013484537373844,0.8721519612686492,0.547228664656009,0.29479547147766516
0.5,500,0.01,0.01,0.6,0.8727082691451852,0.43625703936995,0.8635263313901789,0.5722971986813614,0.35263420972642756
0.5,500,0.01,0.01,0.7,0.9232414159049673,0.5676661306092978,0.7746566544807825,0.653598656389429,0.2957551254462517
0.5,500,0.01,0.1,0.3,0.7658238477514179,0.2796005283907353,0.9558591048315384,0.43246160050619675,0.3052363165569906
0.5,500,0.01,0.1,0.4,0.8206284162358928,0.3337699525074796,0.909979251062148,0.48762598331581736,0.29614761099992093
0.5,500,0.01,0.1,0.5,0.872656861570413,0.4231319007419339,0.8635213911668809,0.5643837796634192,0.2818056853406601
0.5,500,0.01,0.1,0.6,0.8951978421370945,0.4662985737786025,0.8463541152060072,0.6008710118410228,0.30082771516034734
0.5,500,0.01,0.1,0.7,0.9008053187726084,0.5402120787031699,0.7775417448868689,0.6170572432583064,0.35355903171789793
0.5,500,0.1,0.0,0.3,0.7922121803430214,0.3036832481544902,0.935790271053585,0.4578011242598379,0.2725574520085341
0.5,500,0.1,0.0,0.4,0.8174243150411374,0.33523788005473476,0.9111517307248954,0.48721461535693855,0.30374144790046764
0.5,500,0.1,0.0,0.5,0.8732441260712289,0.41586766302036715,0.861836775022231,0.5601053702750525,0.27972076926156675
0.5,500,0.1,0.0,0.6,0.8990978997637875,0.47866640936767946,0.8342950301353621,0.6072016475866435,0.29323514346834234
0.5,500,0.1,0.0,0.7,0.8849396774046306,0.5109912056664734,0.8072917695879853,0.6054069193603412,0.40625724617746284
0.5,500,0.1,0.001,0.3,0.7730888050163751,0.2853964541489898,0.9524157691927675,0.43909251742232874,0.2971983319603472
0.5,500,0.1,0.001,0.4,0.8190269504638664,0.33423919378554456,0.9151697790073445,0.48793127359383553,0.3008874859886784
0.5,500,0.1,0.001,0.5,0.8643767330800041,0.4032747837284811,0.873854691565392,0.5499147923259458,0.29630063922783473
0.5,500,0.1,0.001,0.6,0.8961057050426209,0.472105390382996,0.8417679412442777,0.6034704533502044,0.2983469845771846
0.5,500,0.1,0.001,0.7,0.8984554905115653,0.5199642057096538,0.8044593748970786,0.6161642416906032,0.36541375960374656
0.5,500,0.1,0.01,0.3,0.7736242197573974,0.2876858944819779,0.9518328228435925,0.44118890339781835,0.30063231811176266
0.5,500,0.1,0.01,0.4,0.8290177073705112,0.3466300427611931,0.907113921549254,0.500334420118952,0.2886793171638212
0.5,500,0.1,0.01,0.5,0.822871192929604,0.36704310212038227,0.885953298422422,0.5095608397808711,0.384337027412322
0.5,500,0.1,0.01,0.6,0.8919402365547227,0.4591738023845332,0.8474887198234693,0.5950325465169257,0.30991755842460156
0.5,500,0.1,0.01,0.7,0.9279424417742174,0.5970387042642165,0.7436666337318447,0.6591166011074961,0.28279996160470583
0.5,500,0.1,0.1,0.3,0.701988948227266,0.258761911321934,0.9684599677238743,0.40367023357909043,0.45284010602327607
0.5,500,0.1,0.1,0.4,0.8310998425250761,0.3498493130636934,0.9002503046471034,0.5013399841577539,0.28226759702983395
0.5,500,0.1,0.1,0.5,0.8720703673273766,0.41439022297265976,0.8646988110529262,0.5590870566416696,0.2819118932488108
0.5,500,0.1,0.1,0.6,0.8868643804274645,0.45248710088075716,0.8383328393110034,0.5840134390393618,0.3117296449592719
0.5,500,0.1,0.1,0.7,0.925591700615065,0.5778294319039863,0.7746681816684782,0.6599994748065903,0.29572777595926397
0.5,1000,0.0,0.0,0.3,0.768389376718816,0.2822501159612735,0.9564305239930178,0.4356479440896905,0.3043127518529
0.5,1000,0.0,0.0,0.4,0.8144859099882463,0.325853430257166,0.9214553897836181,0.481257289350052,0.3038544725292093
0.5,1000,0.0,0.0,0.5,0.8474449550968242,0.36947370041964145,0.8881994532819549,0.5211738803549842,0.3181317201810174
0.5,1000,0.0,0.0,0.6,0.8869187121289924,0.4459683469125931,0.8497925106214801,0.5839812397162666,0.31689578544435076
0.5,1000,0.0,0.0,0.7,0.9205702047174009,0.5553061789684975,0.7809735533379442,0.6479277703733193,0.30393414411526615
